epoch,train_loss,val_loss,val_accuracy,val_macro_f1
0,0.68701171875,0.15410424917936325,0.939535838133972,0.8042570064397918
1,0.0943603515625,0.05016040690243244,0.9856881977030763,0.8535802001268443
2,0.041107177734375,0.02380781536921859,0.9923913586332239,0.8714170576549881
3,0.0230865478515625,0.014374369056895375,0.9960132803797372,0.8843331731901495
4,0.01512908935546875,0.009365180390886962,0.9975256715646572,0.8873241073768907
5,0.01171875,0.010327571583911777,0.997275958734412,0.8865097362418153
6,0.0239715576171875,0.010810109926387668,0.9974040722734073,0.8869669785489382
7,0.008087158203125,0.0053134137182496485,0.99842463775354,0.8935126451919355
8,0.00628662109375,0.004370050720172003,0.9991650905806149,0.8964778367098069
9,0.00482940673828125,0.0036631717695854603,0.9987981212909501,0.8955788503259472
10,0.00391387939453125,0.002869758813176304,0.9991976618193426,0.8960469733673916
11,0.0034923553466796875,0.0025161426805425436,0.9993507466413625,0.8970978336724711
12,0.38427734375,0.1563755489885807,0.9491193822756004,0.7903544541959374
13,0.1181640625,0.0834830492734909,0.9706728566496355,0.8232825722880163
14,0.06494140625,0.05589086562395096,0.9753652864423304,0.8342465895306572
15,0.038787841796875,0.02804555036127567,0.9907530253252238,0.8648172409505378
16,0.035430908203125,0.021795305889099836,0.9934227811929325,0.8718702067329189
