embed_dim,best_val_macro_f1,n_epochs,name
8,0.8976988775668637,25,baseline
8,0.8988790508240101,25,lr_bajo
8,0.8965859772293747,16,n_layer_2
8,0.8953104291775104,16,pooling_query
8,0.8959072813333163,12,sin_pesos
8,0.8984945383361435,25,lr_bajo_query
8,0.8985262996957271,25,n_layer_2_query
8,0.897693814193059,24,lr_bajo_n_layer_2
