epoch,train_loss,val_loss,val_accuracy,val_macro_f1
0,0.78271484375,0.1975197061896324,0.907675738118555,0.7880232232735224
1,0.140625,0.06207617465406656,0.9787972092962658,0.843832753336476
2,0.043365478515625,0.025012385006994008,0.9900038868344881,0.8743650182410825
3,0.04119873046875,0.017607467994093896,0.9933663243791379,0.8796037954625554
4,0.0167083740234375,0.010990536562167108,0.9953998553837,0.8853387392430523
5,0.0124969482421875,0.008960656519047917,0.9966636194463324,0.8844100895374923
6,0.00978851318359375,0.007539255754090845,0.996651676658799,0.8872915601963373
7,0.008575439453125,0.005804057233035564,0.99827155293152,0.8938623307846821
8,0.007511138916015625,0.0048217519302852455,0.998432237709243,0.8936179147109827
9,0.006298065185546875,0.0050633074948564175,0.998413780673964,0.892788653199362
10,0.0062103271484375,0.005239437462296337,0.9980077258978262,0.891994353570081
11,0.309326171875,0.11917461380362511,0.9691333227657759,0.8193272884287707
12,0.05975341796875,0.024983183946460485,0.9915108494796202,0.869420618892797
