epoch,train_loss,val_loss,val_accuracy,val_macro_f1
0,0.89892578125,0.20339405685663223,0.9066464869747616,0.7779585537742795
1,0.1463623046875,0.08515448160469533,0.971920335092904,0.8305253199471643
2,0.062744140625,0.04340563397854567,0.9871940746402507,0.8537147504205859
3,0.044219970703125,0.03565459018573165,0.9900299438254703,0.867072041404945
4,0.031280517578125,0.023031606897711755,0.9929526696472969,0.8705026939889052
5,0.02728271484375,0.018864367576316,0.9941317484892374,0.8715147897149403
6,0.03607177734375,0.08746659159660339,0.9805799417626252,0.8538557380382417
7,0.025543212890625,0.014794757962226868,0.994251176364572,0.877224746124711
8,0.0158538818359375,0.012629620591178536,0.9947354021136563,0.8749481735020128
9,0.01401519775390625,0.01252275793813169,0.9958992810441905,0.8803540485372265
10,0.0187530517578125,0.008892067428678273,0.9965365916152946,0.8814857576593293
11,0.01122283935546875,0.008841507881879807,0.9967613331625153,0.8871971777161551
12,0.0196380615234375,0.022444966388866304,0.9917953049645082,0.878244523241434
13,0.014129638671875,0.006992561207152903,0.9976635564752708,0.889291752322784
14,0.008758544921875,0.0077415358973667026,0.9976320709445008,0.889072857986851
15,0.00878143310546875,0.006593989208340645,0.9978872123145339,0.8912819009653454
16,0.0073089599609375,0.006617745815310628,0.9980761254991543,0.8918964539729547
17,0.450927734375,0.23055672347545625,0.9015664594412078,0.7677137119723798
18,0.1461181640625,0.08060491867363453,0.9775671021803187,0.8313290393275136
19,0.05499267578125,0.040101134683936834,0.9870355612784428,0.8518054970103377
20,0.03564453125,0.028266473766416313,0.9914326785066738,0.863973620791142
21,0.027252197265625,0.021509778453037143,0.9928093561968953,0.8672479985800425
