epoch,train_loss,val_loss,val_accuracy,val_macro_f1
0,0.55322265625,0.16229319646954538,0.9271272818866999,0.7952093811000867
1,0.07806396484375,0.030470334086567165,0.9890006926816769,0.866588155806318
2,0.0283203125,0.016411225125193597,0.9945139176903083,0.8812679717659846
3,0.0160064697265625,0.009331031609326601,0.997233616124066,0.8899667055442005
4,0.048858642578125,0.06235945411026478,0.9793107491602049,0.8528871511133358
5,0.022430419921875,0.011267545400187373,0.9950122576428412,0.8813055977850333
6,0.00995635986328125,0.00655873198993504,0.9977352132004716,0.8911927609495176
7,0.006969451904296875,0.0050249146646820005,0.9982802385951808,0.8930372243972228
8,0.006160736083984375,0.00427741245366633,0.9982921813827142,0.8939609854706092
9,0.00907135009765625,0.003915353049524129,0.9987156074861735,0.895974588431808
10,0.0040130615234375,0.003074466664111242,0.9986113795222451,0.8960348121931899
11,0.0029354095458984375,0.0030544193636160345,0.9983985807625578,0.8970724963733311
12,0.0026988983154296875,0.0024326745071448384,0.9991998332352577,0.8964005972672036
13,0.002033233642578125,0.0014543140219757333,0.9994549746052909,0.8975637251971426
14,0.0017642974853515625,0.0022037054470274596,0.9989001778389635,0.8961017354235572
15,0.00220489501953125,0.0015640931960660964,0.9995016600474671,0.8975686481333505
16,0.00287628173828125,0.002806574379792437,0.9991433764214631,0.8964738615489234
17,0.0014982223510742188,0.001229354747920297,0.9995754881885831,0.8982856897029068
18,0.431396484375,0.10475903078913688,0.9469827090150674,0.8021137390147304
19,0.08209228515625,0.06693258006125688,0.9685546404243816,0.8252263590628075
20,0.059173583984375,0.05104447361081839,0.975964597234919,0.8377309668304169
21,0.040740966796875,0.027324845548719168,0.9894284616169666,0.8598712010272141
22,0.0271453857421875,0.017241463903337716,0.9933522101756893,0.8724184074550824
